# Wavelength(micron) (rp/rs)^2 Error_bars
8.636471343497165165e-01 1.066022522267928707e-02 1.000000000000000082e-05
8.606663726215465493e-01 1.065544769688222919e-02 1.000000000000000082e-05
8.576958985908940125e-01 1.065124793714525980e-02 1.000000000000000082e-05
8.547356767511573583e-01 1.067762506135111825e-02 1.000000000000000082e-05
8.517856717182803461e-01 1.066620419037943822e-02 1.000000000000000082e-05
8.488458482303309349e-01 1.069400627002345568e-02 1.000000000000000082e-05
8.459161711470787326e-01 1.070631334351455563e-02 1.000000000000000082e-05
8.429966054495742211e-01 1.070159881689938634e-02 1.000000000000000082e-05
8.400871162397323122e-01 1.069616322875569653e-02 1.000000000000000082e-05
8.371876687399134598e-01 1.073290789861293740e-02 1.000000000000000082e-05
8.342982282925079929e-01 1.072129352455747711e-02 1.000000000000000082e-05
8.314187603595231124e-01 1.071089999707908191e-02 1.000000000000000082e-05
8.285492305221686671e-01 1.071356564763010881e-02 1.000000000000000082e-05
8.256896044804463708e-01 1.069119457233392786e-02 1.000000000000000082e-05
8.228398480527401304e-01 1.071733077319746673e-02 1.000000000000000082e-05
8.199999271754067065e-01 1.069814431371058153e-02 1.000000000000000082e-05
8.171698079023693717e-01 1.071897263524262608e-02 1.000000000000000082e-05
8.143494564047111250e-01 1.071089373245989913e-02 1.000000000000000082e-05
8.115388389702714589e-01 1.074168489219682818e-02 1.000000000000000082e-05
8.087379220032424598e-01 1.068380345152556560e-02 1.000000000000000082e-05
8.059466720237676851e-01 1.065346573374444800e-02 1.000000000000000082e-05
8.031650556675422603e-01 1.062441452653108478e-02 1.000000000000000082e-05
8.003930396854131990e-01 1.062651615108205390e-02 1.000000000000000082e-05
7.976305909429827201e-01 1.061992171793673008e-02 1.000000000000000082e-05
7.948776764202123424e-01 1.058522360688676604e-02 1.000000000000000082e-05
7.921342632110268678e-01 1.060224940630623974e-02 1.000000000000000082e-05
7.894003185229230279e-01 1.059619937002764800e-02 1.000000000000000082e-05
7.866758096765755770e-01 1.059400358897119934e-02 1.000000000000000082e-05
7.839607041054481584e-01 1.059685277974481768e-02 1.000000000000000082e-05
7.812549693554032837e-01 1.057437042576098510e-02 1.000000000000000082e-05
7.785585730843143093e-01 1.058511610950373626e-02 1.000000000000000082e-05
7.758714830616794123e-01 1.056829371166455832e-02 1.000000000000000082e-05
7.731936671682356765e-01 1.057508938508752022e-02 1.000000000000000082e-05
7.705250933955758441e-01 1.056801460224002925e-02 1.000000000000000082e-05
7.678657298457650660e-01 1.058114285210783219e-02 1.000000000000000082e-05
7.652155447309600955e-01 1.060269231715639006e-02 1.000000000000000082e-05
7.625745063730290374e-01 1.061206353864135518e-02 1.000000000000000082e-05
7.599425832031728723e-01 1.061261816799576388e-02 1.000000000000000082e-05
7.573197437615479810e-01 1.063279664627932858e-02 1.000000000000000082e-05
7.547059566968904454e-01 1.064281715943265691e-02 1.000000000000000082e-05
7.521011907661403484e-01 1.066493860063224934e-02 1.000000000000000082e-05
7.495054148340697386e-01 1.066745739086299646e-02 1.000000000000000082e-05
7.469185978729090403e-01 1.065684912044376036e-02 1.000000000000000082e-05
7.443407089619774597e-01 1.065851724788794558e-02 1.000000000000000082e-05
7.417717172873123932e-01 1.066460736934205823e-02 1.000000000000000082e-05
7.392115921413013879e-01 1.065907654830001473e-02 1.000000000000000082e-05
7.366603029223155463e-01 1.068695324178747796e-02 1.000000000000000082e-05
7.341178191343432635e-01 1.067696630515950658e-02 1.000000000000000082e-05
7.315841103866254080e-01 1.068976972310163240e-02 1.000000000000000082e-05
7.290591463932929450e-01 1.067735443035087127e-02 1.000000000000000082e-05
7.265428969730043374e-01 1.069847452251665790e-02 1.000000000000000082e-05
7.240353320485846123e-01 1.069938747814201327e-02 1.000000000000000082e-05
7.215364216466665370e-01 1.072438884835509414e-02 1.000000000000000082e-05
7.190461358973314621e-01 1.068762050234812848e-02 1.000000000000000082e-05
7.165644450337531612e-01 1.074769334688705988e-02 1.000000000000000082e-05
7.140913193918412283e-01 1.062674615192367271e-02 1.000000000000000082e-05
7.116267294098871377e-01 1.062305527614059754e-02 1.000000000000000082e-05
7.091706456282106386e-01 1.061394023189493954e-02 1.000000000000000082e-05
7.067230386888071481e-01 1.059663836196897586e-02 1.000000000000000082e-05
7.042838793349980309e-01 1.061683232588651361e-02 1.000000000000000082e-05
7.018531384110794358e-01 1.058008246445533290e-02 1.000000000000000082e-05
6.994307868619747959e-01 1.057077346218394422e-02 1.000000000000000082e-05
6.970167957328873287e-01 1.058150155314435334e-02 1.000000000000000082e-05
6.946111361689536468e-01 1.060647135357737324e-02 1.000000000000000082e-05
6.922137794148991441e-01 1.062950892520575508e-02 1.000000000000000082e-05
6.898246968146941605e-01 1.052202212469502234e-02 1.000000000000000082e-05
6.874438598112112553e-01 1.051746652984228599e-02 1.000000000000000082e-05
6.850712399458843693e-01 1.051555446886709433e-02 1.000000000000000082e-05
6.827068088583683192e-01 1.051436275426672479e-02 1.000000000000000082e-05
6.803505382861995132e-01 1.052292857969825031e-02 1.000000000000000082e-05
6.780024000644588877e-01 1.052463541351209182e-02 1.000000000000000082e-05
6.756623661254343993e-01 1.052215240412347243e-02 1.000000000000000082e-05
6.733304084982861815e-01 1.052963026587423571e-02 1.000000000000000082e-05
6.710064993087119234e-01 1.052811236869589419e-02 1.000000000000000082e-05
6.686906107786136921e-01 1.053973844931787272e-02 1.000000000000000082e-05
6.663827152257657538e-01 1.053055812032364577e-02 1.000000000000000082e-05
6.640827850634841711e-01 1.054497443508659212e-02 1.000000000000000082e-05
6.617907928002964013e-01 1.055940190256985864e-02 1.000000000000000082e-05
6.595067110396133359e-01 1.056524439907184816e-02 1.000000000000000082e-05
6.572305124794011189e-01 1.056144699530665691e-02 1.000000000000000082e-05
6.549621699118556295e-01 1.056939937641979826e-02 1.000000000000000082e-05
6.527016562230764096e-01 1.057132274286122844e-02 1.000000000000000082e-05
6.504489443927432557e-01 1.056047794611021488e-02 1.000000000000000082e-05
6.482040074937928109e-01 1.059735664943800212e-02 1.000000000000000082e-05
6.459668186920969335e-01 1.059905909570838661e-02 1.000000000000000082e-05
6.437373512461417313e-01 1.053774846918245460e-02 1.000000000000000082e-05
6.415155785067082617e-01 1.052340720156162354e-02 1.000000000000000082e-05
6.393014739165535643e-01 1.052896114236563478e-02 1.000000000000000082e-05
6.370950110100935815e-01 1.052484005773215818e-02 1.000000000000000082e-05
6.348961634130865228e-01 1.052022474551305396e-02 1.000000000000000082e-05
6.327049048423176725e-01 1.052239449773450207e-02 1.000000000000000082e-05
6.305212091052856405e-01 1.051669915673760294e-02 1.000000000000000082e-05
6.283450500998885024e-01 1.051846229915451812e-02 1.000000000000000082e-05
6.261764018141126042e-01 1.052915415072474235e-02 1.000000000000000082e-05
6.240152383257208113e-01 1.051995146539315244e-02 1.000000000000000082e-05
6.218615338019436445e-01 1.052309585673600993e-02 1.000000000000000082e-05
6.197152624991695280e-01 1.051846219231195381e-02 1.000000000000000082e-05
6.175763987626374796e-01 1.052439127328214444e-02 1.000000000000000082e-05
6.154449170261309110e-01 1.052346519788854504e-02 1.000000000000000082e-05
6.133207918116708735e-01 1.052621556722827326e-02 1.000000000000000082e-05
6.112039977292130777e-01 1.053448714538476709e-02 1.000000000000000082e-05
6.090945094763428047e-01 1.054215675938070633e-02 1.000000000000000082e-05
6.069923018379737023e-01 1.055658047593510673e-02 1.000000000000000082e-05
6.048973496860456933e-01 1.055162750840238015e-02 1.000000000000000082e-05
6.028096279792246603e-01 1.055527799344592801e-02 1.000000000000000082e-05
6.007291117626035737e-01 1.058345317395911929e-02 1.000000000000000082e-05
5.986557761674037303e-01 1.058922550806712035e-02 1.000000000000000082e-05
5.965895964106779914e-01 1.058284726027032552e-02 1.000000000000000082e-05
5.945305477950134643e-01 1.059037955994750375e-02 1.000000000000000082e-05
5.924786057082378488e-01 1.058161991023955431e-02 1.000000000000000082e-05
5.904337456231240067e-01 1.061148291766209235e-02 1.000000000000000082e-05
5.883959430970974180e-01 1.059371725934546253e-02 1.000000000000000082e-05
5.863651737719436374e-01 1.055311153185392418e-02 1.000000000000000082e-05
5.843414133735175264e-01 1.052751021524919901e-02 1.000000000000000082e-05
5.823246377114527084e-01 1.053376761923100619e-02 1.000000000000000082e-05
5.803148226788725772e-01 1.053849460494951477e-02 1.000000000000000082e-05
5.783119442521024167e-01 1.052353763319484499e-02 1.000000000000000082e-05
5.763159784903816307e-01 1.052564469618416307e-02 1.000000000000000082e-05
5.743269015355783047e-01 1.052146374247688379e-02 1.000000000000000082e-05
5.723446896119033234e-01 1.053017425492551104e-02 1.000000000000000082e-05
5.703693190256267087e-01 1.051846455814379327e-02 1.000000000000000082e-05
5.684007661647941800e-01 1.053872706947735390e-02 1.000000000000000082e-05
5.664390074989447132e-01 1.051386056147407544e-02 1.000000000000000082e-05
5.644840195788299875e-01 1.051023803233437463e-02 1.000000000000000082e-05
5.625357790361328325e-01 1.051119361517731561e-02 1.000000000000000082e-05
5.605942625831897841e-01 1.051555191022237983e-02 1.000000000000000082e-05
5.586594470127105305e-01 1.051746046351371804e-02 1.000000000000000082e-05
5.567313091975020223e-01 1.051889464939720700e-02 1.000000000000000082e-05
5.548098260901916934e-01 1.052188062556288356e-02 1.000000000000000082e-05
5.528949747229519041e-01 1.052183485600666039e-02 1.000000000000000082e-05
5.509867322072251605e-01 1.052656369227870231e-02 1.000000000000000082e-05
5.490850757334508891e-01 1.052604826167479433e-02 1.000000000000000082e-05
5.471899825707925435e-01 1.053572935279152405e-02 1.000000000000000082e-05
5.453014300668660441e-01 1.053167589894926995e-02 1.000000000000000082e-05
5.434193956474691056e-01 1.053305062534202682e-02 1.000000000000000082e-05
5.415438568163110089e-01 1.054126473532007377e-02 1.000000000000000082e-05
5.396747911547442600e-01 1.052985579977472504e-02 1.000000000000000082e-05
5.378121763214959161e-01 1.052817750953548813e-02 1.000000000000000082e-05
5.359559900524011322e-01 1.052436465510070765e-02 1.000000000000000082e-05
5.341062101601370404e-01 1.052348375949918591e-02 1.000000000000000082e-05
5.322628145339568517e-01 1.052633653407260977e-02 1.000000000000000082e-05
5.304257811394265110e-01 1.052876091009562372e-02 1.000000000000000082e-05
5.285950880181605749e-01 1.052988857757624838e-02 1.000000000000000082e-05
5.267707132875599774e-01 1.052839487829037267e-02 1.000000000000000082e-05
5.249526351405507940e-01 1.052910994786552396e-02 1.000000000000000082e-05
5.231408318453227846e-01 1.053149003373531588e-02 1.000000000000000082e-05
5.213352817450707111e-01 1.053167842371968005e-02 1.000000000000000082e-05
5.195359632577344344e-01 1.053550894329628902e-02 1.000000000000000082e-05
5.177428548757415649e-01 1.054099537812738623e-02 1.000000000000000082e-05
5.159559351657502235e-01 1.054229363280202204e-02 1.000000000000000082e-05
5.141751827683925802e-01 1.054592644662115386e-02 1.000000000000000082e-05
5.124005763980202799e-01 1.054915327603549342e-02 1.000000000000000082e-05
5.106320948424488693e-01 1.055343834701497757e-02 1.000000000000000082e-05
5.088697169627055539e-01 1.054739346575344835e-02 1.000000000000000082e-05
5.071134216927754013e-01 1.055351720877367380e-02 1.000000000000000082e-05
5.053631880393500975e-01 1.055839707671260390e-02 1.000000000000000082e-05
5.036189950815770366e-01 1.057265079829177931e-02 1.000000000000000082e-05
5.018808219708089657e-01 1.055393184252379282e-02 1.000000000000000082e-05
5.001486479303548505e-01 1.054454020170353043e-02 1.000000000000000082e-05
4.984224522552318515e-01 1.054794804046274743e-02 1.000000000000000082e-05
4.967022143119175781e-01 1.054463531219504598e-02 1.000000000000000082e-05
4.949879135381033413e-01 1.054601996361052146e-02 1.000000000000000082e-05
4.932795294424482391e-01 1.054733358021473118e-02 1.000000000000000082e-05
4.915770416043349633e-01 1.054824133941696489e-02 1.000000000000000082e-05
4.898804296736248842e-01 1.054889091328120240e-02 1.000000000000000082e-05
4.881896733704154112e-01 1.055009390494005342e-02 1.000000000000000082e-05
4.865047524847969651e-01 1.055156424041570062e-02 1.000000000000000082e-05
4.848256468766120042e-01 1.055350265650207946e-02 1.000000000000000082e-05
4.831523364752138838e-01 1.055301847370278961e-02 1.000000000000000082e-05
4.814848012792270482e-01 1.055480276388519843e-02 1.000000000000000082e-05
4.798230213563082769e-01 1.055595640478766348e-02 1.000000000000000082e-05
4.781669768429078760e-01 1.055758970922336323e-02 1.000000000000000082e-05
4.765166479440327563e-01 1.055946109958464697e-02 1.000000000000000082e-05
4.748720149330091789e-01 1.055967333658495294e-02 1.000000000000000082e-05
4.732330581512477208e-01 1.056165703880870138e-02 1.000000000000000082e-05
4.715997580080079077e-01 1.056205856756247015e-02 1.000000000000000082e-05
4.699720949801637904e-01 1.056375192627657424e-02 1.000000000000000082e-05
4.683500496119712420e-01 1.056426875717219292e-02 1.000000000000000082e-05
4.667336025148346446e-01 1.056487269910523843e-02 1.000000000000000082e-05
4.651227343670757963e-01 1.056545959591617505e-02 1.000000000000000082e-05
4.635174259137026520e-01 1.056661804488848860e-02 1.000000000000000082e-05
4.619176579661788407e-01 1.056758842076332104e-02 1.000000000000000082e-05
4.603234114021949597e-01 1.056867561231911168e-02 1.000000000000000082e-05
4.587346671654396468e-01 1.057004434178146317e-02 1.000000000000000082e-05
4.571514062653718180e-01 1.057140696426236287e-02 1.000000000000000082e-05
4.555736097769935711e-01 1.057341154514382202e-02 1.000000000000000082e-05
4.540012588406241445e-01 1.057439003917423626e-02 1.000000000000000082e-05
4.524343346616745420e-01 1.057590377239683681e-02 1.000000000000000082e-05
4.508728185104224906e-01 1.057670258590257158e-02 1.000000000000000082e-05
4.493166917217891188e-01 1.057939185261602688e-02 1.000000000000000082e-05
4.477659356951154690e-01 1.057977596645706848e-02 1.000000000000000082e-05
4.462205318939401755e-01 1.058189957337582650e-02 1.000000000000000082e-05
4.446804618457779190e-01 1.058268975720885914e-02 1.000000000000000082e-05
4.431457071418988813e-01 1.058601064590902752e-02 1.000000000000000082e-05
4.416162494371083658e-01 1.058425343270595100e-02 1.000000000000000082e-05
4.400920704495276947e-01 1.058495078401095260e-02 1.000000000000000082e-05
4.385731519603754958e-01 1.058580390968499006e-02 1.000000000000000082e-05
4.370594758137503200e-01 1.058634986502554956e-02 1.000000000000000082e-05
4.355510239164130937e-01 1.058741207152007376e-02 1.000000000000000082e-05
4.340477782375712357e-01 1.058855540360617402e-02 1.000000000000000082e-05
4.325497208086632184e-01 1.058973907554270830e-02 1.000000000000000082e-05
4.310568337231431291e-01 1.059096327585794944e-02 1.000000000000000082e-05
4.295690991362674516e-01 1.059213238001068327e-02 1.000000000000000082e-05
4.280864992648814038e-01 1.059336227946407541e-02 1.000000000000000082e-05
4.266090163872061081e-01 1.059461430491217930e-02 1.000000000000000082e-05
4.251366328426271490e-01 1.059593886883738838e-02 1.000000000000000082e-05
4.236693310314834648e-01 1.059708018930048332e-02 1.000000000000000082e-05
4.222070934148567933e-01 1.059834709608673160e-02 1.000000000000000082e-05
4.207499025143618954e-01 1.059944890663049900e-02 1.000000000000000082e-05
4.192977409119379995e-01 1.060057387202452753e-02 1.000000000000000082e-05
4.178505912496404684e-01 1.060171053656998839e-02 1.000000000000000082e-05
4.164084362294330766e-01 1.060292944156607069e-02 1.000000000000000082e-05
4.149712586129816194e-01 1.060403466587226534e-02 1.000000000000000082e-05
4.135390412214476896e-01 1.060516143100078204e-02 1.000000000000000082e-05
4.121117669352831747e-01 1.060635271090859533e-02 1.000000000000000082e-05
4.106894186940258651e-01 1.060754424899115755e-02 1.000000000000000082e-05
4.092719794960955060e-01 1.060872585668448664e-02 1.000000000000000082e-05
4.078594323985902936e-01 1.060994240512951221e-02 1.000000000000000082e-05
4.064517605170848702e-01 1.061123907897773729e-02 1.000000000000000082e-05
4.050489470254278745e-01 1.061244875822353606e-02 1.000000000000000082e-05
4.036509751555413805e-01 1.061357667271723738e-02 1.000000000000000082e-05
4.022578281972201686e-01 1.061497262696994154e-02 1.000000000000000082e-05
4.008694894979319412e-01 1.061630551574283335e-02 1.000000000000000082e-05
3.994859424626185374e-01 1.061751591540390470e-02 1.000000000000000082e-05
3.981071705534972027e-01 1.061867511469927194e-02 1.000000000000000082e-05
